,name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway
4026,East Roosevelt Street,4110,538701388.0,1953,1463,1,79.3761579601637,3,29,,tertiary,5,"LINESTRING (-112.0661064 33.4586603, -112.0657871 33.4586597, -112.0654219 33.458653, -112.065251 33.458659)",auto,1
4027,East Roosevelt Street,4111,538701388.0,1463,1953,1,79.3761579601637,2,29,,tertiary,5,"LINESTRING (-112.065251 33.458659, -112.0654219 33.458653, -112.0657871 33.4586597, -112.0661064 33.4586603)",auto,1
4034,East Roosevelt Street,4118,538701390.0,782,101,1,40.22803016952151,1,29,,tertiary,5,"LINESTRING (-112.0691131 33.4586734, -112.0689765 33.4586722, -112.0686795 33.4586685)",auto,1
4035,East Roosevelt Street,4119,538701390.0,101,782,1,40.22803016952151,2,29,,tertiary,5,"LINESTRING (-112.0686795 33.4586685, -112.0689765 33.4586722, -112.0691131 33.4586734)",auto,1
4042,East Roosevelt Street,4126,538701392.0,1374,119,1,48.23119043635438,2,29,,tertiary,5,"LINESTRING (-112.0720523 33.4586829, -112.0724297 33.4586829, -112.0725722 33.4586814)",auto,1
4043,East Roosevelt Street,4127,538701392.0,119,1374,1,48.23119043635438,1,29,,tertiary,5,"LINESTRING (-112.0725722 33.4586814, -112.0724297 33.4586829, -112.0720523 33.4586829)",auto,1
4046,East Roosevelt Street,4130,538934256.0,117,1955,1,57.91747048912436,2,35,,tertiary,5,"LINESTRING (-112.0302272 33.4585868, -112.0300539 33.4585857, -112.0298017 33.4585837, -112.0296029 33.4585822)",auto,1
4047,East Roosevelt Street,4131,538934256.0,1955,117,1,57.91747048912436,3,35,,tertiary,5,"LINESTRING (-112.0296029 33.4585822, -112.0298017 33.4585837, -112.0300539 33.4585857, -112.0302272 33.4585868)",auto,1
4048,East Roosevelt Street,4132,538934257.0,1613,117,1,59.964369233436045,3,35,,tertiary,5,"LINESTRING (-112.0308735 33.4585957, -112.0303633 33.4585891, -112.0302272 33.4585868)",auto,1
4049,East Roosevelt Street,4133,538934257.0,117,1613,1,59.964369233436045,2,35,,tertiary,5,"LINESTRING (-112.0302272 33.4585868, -112.0303633 33.4585891, -112.0308735 33.4585957)",auto,1
4060,East Roosevelt Street,4144,538934259.0,110,1956,1,63.18697941681744,1,29,,tertiary,5,"LINESTRING (-112.0476325 33.4587185, -112.0474788 33.4587173, -112.0473118 33.458716, -112.0471252 33.4587146, -112.0469514 33.4587133)",auto,1
4061,East Roosevelt Street,4145,538934259.0,1956,110,1,63.18697941681744,3,29,,tertiary,5,"LINESTRING (-112.0469514 33.4587133, -112.0471252 33.4587146, -112.0473118 33.458716, -112.0474788 33.4587173, -112.0476325 33.4587185)",auto,1
4062,East Roosevelt Street,4146,538934260.0,1058,110,1,63.92656209421246,3,30,,tertiary,5,"LINESTRING (-112.0483216 33.4587194, -112.048137 33.4587192, -112.0480147 33.458719, -112.0479767 33.458719, -112.0478087 33.4587187, -112.0476325 33.4587185)",auto,1
4063,East Roosevelt Street,4147,538934260.0,110,1058,1,63.92656209421245,1,30,,tertiary,5,"LINESTRING (-112.0476325 33.4587185, -112.0478087 33.4587187, -112.0479767 33.458719, -112.0480147 33.458719, -112.048137 33.4587192, -112.0483216 33.4587194)",auto,1
4088,North 12th Street,4172,538934269.0,1961,1421,1,88.83456072963558,3,29,,tertiary,5,"LINESTRING (-112.0563807 33.4649525, -112.0563792 33.464996, -112.0563742 33.4652606, -112.0563675 33.465617, -112.0563652 33.4657513)",auto,1
4089,North 12th Street,4173,538934269.0,1421,1961,1,88.83456072963557,1,29,,tertiary,5,"LINESTRING (-112.0563652 33.4657513, -112.0563675 33.465617, -112.0563742 33.4652606, -112.0563792 33.464996, -112.0563807 33.4649525)",auto,1
4090,North 12th Street,4174,538934270.0,1421,1962,1,60.646910393312666,1,29,,tertiary,5,"LINESTRING (-112.0563652 33.4657513, -112.0563647 33.4658726, -112.0563677 33.4662375, -112.0563672 33.4662967)",auto,1
4091,North 12th Street,4175,538934270.0,1962,1421,1,60.646910393312666,2,29,,tertiary,5,"LINESTRING (-112.0563672 33.4662967, -112.0563677 33.4662375, -112.0563647 33.4658726, -112.0563652 33.4657513)",auto,1
4099,West McKinley Street,4183,540197907.0,5889,1079,1,50.97029895892142,1,29,,residential,6,"LINESTRING (-112.0752025 33.4566918, -112.0753679 33.4566927, -112.0757519 33.4566961)",auto,1
4100,West McKinley Street,4184,540197907.0,1079,5889,1,50.97029895892142,1,29,,residential,6,"LINESTRING (-112.0757519 33.4566961, -112.0753679 33.4566927, -112.0752025 33.4566918)",auto,1
4101,West McKinley Street,4185,540197908.0,922,1212,1,4.14693567192219,1,29,,residential,6,"LINESTRING (-112.0738878 33.4566695, -112.07393 33.4566818)",auto,1
4102,West McKinley Street,4186,540197908.0,1212,922,1,4.14693567192219,1,29,,residential,6,"LINESTRING (-112.07393 33.4566818, -112.0738878 33.4566695)",auto,1
4103,West McKinley Street,4187,540197908.0,1212,5889,1,104.23464225086695,1,29,,residential,6,"LINESTRING (-112.07393 33.4566818, -112.0740177 33.4566902, -112.0744944 33.4566903, -112.0746177 33.4566903, -112.0749457 33.4566903, -112.075053 33.4566909)",auto,1
4104,West McKinley Street,4188,540197908.0,5889,1212,1,104.23464225086695,1,29,,residential,6,"LINESTRING (-112.075053 33.4566909, -112.0749457 33.4566903, -112.0746177 33.4566903, -112.0744944 33.4566903, -112.0740177 33.4566902, -112.07393 33.4566818)",auto,1
4108,North 17th Avenue,4194,540978892.0,511,1846,1,58.0313946398203,1,25,,secondary,4,"LINESTRING (-112.0958523 33.4502693, -112.0958508 33.4503528, -112.0958252 33.4507657, -112.0958238 33.4507906)",auto,1
4109,North 17th Avenue,4195,540978892.0,1846,511,1,58.0313946398203,1,25,,secondary,4,"LINESTRING (-112.0958238 33.4507906, -112.0958252 33.4507657, -112.0958508 33.4503528, -112.0958523 33.4502693)",auto,1
4115,North 5th Avenue,4201,549334950.0,667,562,1,218.0702142899856,2,29,,tertiary,5,"LINESTRING (-112.0801751 33.4586673, -112.080168 33.4585979, -112.0801681 33.4584244, -112.0801681 33.4584075, -112.0801691 33.4567064)",auto,0
4116,West Fillmore Street,4202,549341976.0,5890,1078,1,50.09405640944691,1,25,,residential,6,"LINESTRING (-112.0752229 33.45471, -112.0753482 33.4547123, -112.0757626 33.454724)",auto,1
4117,West Fillmore Street,4203,549341976.0,1078,5890,1,50.09405640944691,1,25,,residential,6,"LINESTRING (-112.0757626 33.454724, -112.0753482 33.4547123, -112.0752229 33.45471)",auto,1
4130,North 19th Avenue,4216,581529219.0,1924,1978,1,50.7226820912777,3,35,,primary,3,"LINESTRING (-112.100022 33.4621355, -112.1000262 33.4622714, -112.1000225 33.4625916)",auto,1
4131,North 19th Avenue,4217,581529219.0,1978,1924,1,50.7226820912777,2,35,,primary,3,"LINESTRING (-112.1000225 33.4625916, -112.1000262 33.4622714, -112.100022 33.4621355)",auto,1
4139,West Adams Street,4225,597298535.0,1298,1297,1,116.2950533361937,1,25,,residential,6,"LINESTRING (-112.0802068 33.4493043, -112.0803319 33.449306, -112.0813525 33.449298, -112.0814602 33.4492966)",auto,1
4140,West Adams Street,4226,597298535.0,1297,1298,1,116.2950533361937,1,25,,residential,6,"LINESTRING (-112.0814602 33.4492966, -112.0813525 33.449298, -112.0803319 33.449306, -112.0802068 33.4493043)",auto,1
4205,North 13th Street,4291,604742990.0,359,683,1,107.27646152043116,1,25,,residential,6,"LINESTRING (-112.0542349 33.4504125, -112.0542333 33.4508733, -112.0542241 33.4513772)",auto,1
4206,North 13th Street,4292,604742990.0,683,359,1,107.27646152043116,1,25,,residential,6,"LINESTRING (-112.0542241 33.4513772, -112.0542333 33.4508733, -112.0542349 33.4504125)",auto,1
4213,East Fillmore Street,4299,617901668.0,5883,921,1,9.78989725640118,2,25,,residential,6,"LINESTRING (-112.0737927 33.454632, -112.0738766 33.4546854)",auto,0
4214,East Fillmore Street,4300,617901676.0,5883,158,1,118.93800806166792,2,25,,residential,6,"LINESTRING (-112.0737923 33.454528, -112.0736919 33.4544518, -112.0731924 33.4544505, -112.0727222 33.4544482, -112.0725456 33.4544477)",auto,0
4221,West Fillmore Street,4307,617901680.0,921,1210,1,5.041076753127438,2,25,,residential,6,"LINESTRING (-112.0738766 33.4546854, -112.0739289 33.4546977)",auto,0
4222,West Fillmore Street,4308,617901680.0,1210,1099,1,8.202162844137456,2,25,,residential,6,"LINESTRING (-112.0739289 33.4546977, -112.0740173 33.4546989)",auto,0
4223,West Jefferson Street,4309,627453135.0,686,2000,1,31.59189764453766,3,39,,secondary,4,"LINESTRING (-112.0981999 33.4470001, -112.0980606 33.4470003, -112.0978594 33.4469998)",auto,0
4227,East Fillmore Street,4313,628725137.0,1995,5883,1,10.179565514098336,2,25,,residential,6,"LINESTRING (-112.0738763 33.4545869, -112.0737923 33.454528)",auto,0
4229,South Central Avenue,4315,646560361.0,51,955,1,121.11564027065538,3,39,,secondary,4,"LINESTRING (-112.0738259 33.4460779, -112.0738258 33.4461769, -112.0738202 33.4463872, -112.0738121 33.4466054, -112.0738116 33.446618, -112.073815 33.4468027, -112.0738163 33.4468492, -112.073827 33.4470279, -112.0738304 33.4470708, -112.0738379 33.4471664)",auto,0
4239,North 18th Street,4325,682252991.0,242,1611,1,217.42062258202597,1,25,,unclassified,11,"LINESTRING (-112.0433811 33.4494641, -112.0433808 33.4497757, -112.0433807 33.4498855, -112.043382 33.4499537, -112.0433798 33.4509072, -112.0433795 33.4513173, -112.0433794 33.4514194)",auto,1
4240,North 18th Street,4326,682252991.0,1611,242,1,217.42062258202589,1,25,,unclassified,11,"LINESTRING (-112.0433794 33.4514194, -112.0433795 33.4513173, -112.0433798 33.4509072, -112.043382 33.4499537, -112.0433807 33.4498855, -112.0433808 33.4497757, -112.0433811 33.4494641)",auto,1
4241,North 18th Street,4327,682252991.0,1611,841,1,271.9606244959107,1,25,,unclassified,11,"LINESTRING (-112.0433794 33.4514194, -112.0433793 33.4515168, -112.0433787 33.4522125, -112.0433785 33.4525448, -112.0433783 33.4526841, -112.0433782 33.452797, -112.0433785 33.4532106, -112.0433791 33.4538652)",auto,1
4242,North 18th Street,4328,682252991.0,841,1611,1,271.96062449591074,1,25,,unclassified,11,"LINESTRING (-112.0433791 33.4538652, -112.0433785 33.4532106, -112.0433782 33.452797, -112.0433783 33.4526841, -112.0433785 33.4525448, -112.0433787 33.4522125, -112.0433793 33.4515168, -112.0433794 33.4514194)",auto,1
4253,North Black Canyon Highway,4339,683627670.0,1035,5892,1,37.99929182281444,3,39,,secondary,4,"LINESTRING (-112.1105486 33.4663067, -112.1104854 33.4660651, -112.1104603 33.465973)",auto,0
4276,East Roosevelt Street,4362,714352754.0,1306,1305,1,199.33135122781837,1,35,,tertiary,5,"LINESTRING (-112.0411588 33.4586665, -112.0391322 33.4586496, -112.0390102 33.4586488)",auto,1
4277,East Roosevelt Street,4363,714352754.0,1305,1306,1,199.33135122781837,1,35,,tertiary,5,"LINESTRING (-112.0390102 33.4586488, -112.0391322 33.4586496, -112.0411588 33.4586665)",auto,1
4278,East Roosevelt Street,4364,714352754.0,1305,863,1,86.2384425822633,1,35,,tertiary,5,"LINESTRING (-112.0390102 33.4586488, -112.0388675 33.4586486, -112.0387205 33.4586493, -112.0383481 33.458651, -112.0380806 33.4586523)",auto,1
4279,East Roosevelt Street,4365,714352754.0,863,1305,1,86.2384425822633,1,35,,tertiary,5,"LINESTRING (-112.0380806 33.4586523, -112.0383481 33.458651, -112.0387205 33.4586493, -112.0388675 33.4586486, -112.0390102 33.4586488)",auto,1
4282,East Jefferson Street,4368,732435256.0,954,1088,1,11.564638364311602,3,39,,primary,3,"LINESTRING (-112.0687152 33.4463939, -112.0685907 33.4463889)",auto,0
4283,East Jefferson Street,4369,732435257.0,1088,1132,1,122.27958170863852,3,39,,primary,3,"LINESTRING (-112.0685907 33.4463889, -112.0680277 33.4464056, -112.0678393 33.4464192, -112.0676995 33.4464392, -112.067584 33.4464698, -112.0674257 33.4465164, -112.0673004 33.4465574)",auto,0
4284,East Jefferson Street,4370,732435257.0,1132,1631,1,95.65965971928564,3,39,,primary,3,"LINESTRING (-112.0673004 33.4465574, -112.0672422 33.4465879, -112.0671981 33.4466133, -112.0670358 33.4467002, -112.0667986 33.4468284, -112.0665033 33.4469646, -112.0664161 33.4469978)",auto,0
4285,North 22nd Street,4371,732887078.0,1350,306,1,200.70587276501968,1,25,,residential,6,"LINESTRING (-112.0346566 33.4657766, -112.0346557 33.465887, -112.0346545 33.4659708, -112.034652 33.4661563, -112.0346491 33.4663671, -112.0346472 33.4665049, -112.0346444 33.4669537, -112.0346357 33.4675815)",auto,1
4286,North 22nd Street,4372,732887078.0,306,1350,1,200.70587276501965,1,25,,residential,6,"LINESTRING (-112.0346357 33.4675815, -112.0346444 33.4669537, -112.0346472 33.4665049, -112.0346491 33.4663671, -112.034652 33.4661563, -112.0346545 33.4659708, -112.0346557 33.465887, -112.0346566 33.4657766)",auto,1
4308,South 3rd Avenue,4394,753589344.0,2021,494,1,56.61167310793019,1,25,,residential,6,"LINESTRING (-112.0776982 33.4466162, -112.0776947 33.4470259, -112.0776934 33.4470859, -112.0776931 33.4471253)",auto,1
4309,South 3rd Avenue,4395,753589344.0,494,2021,1,56.61167310793019,1,25,,residential,6,"LINESTRING (-112.0776931 33.4471253, -112.0776934 33.4470859, -112.0776947 33.4470259, -112.0776982 33.4466162)",auto,1
4356,North 19th Avenue,4442,864883924.0,11,1924,1,121.14941463841312,3,35,,primary,3,"LINESTRING (-112.0999471 33.4610607, -112.0999561 33.46204, -112.100022 33.4621355)",auto,0
4357,North 19th Avenue,4443,864883925.0,1486,1977,1,69.55628739463263,3,35,,primary,3,"LINESTRING (-112.100096 33.461232, -112.1001039 33.4606065)",auto,0
4360,North 3rd Avenue,4446,875577556.0,143,1052,1,55.85338319685737,2,29,,tertiary,5,"LINESTRING (-112.0782659 33.4657767, -112.0782666 33.4658904, -112.0782664 33.4662127, -112.0782664 33.466279)",auto,0
4409,,4495,,2056,5891,1,72.40752709912972,2,59,,connector,20,"LINESTRING (-112.0927600975594 33.44672305827285, -112.0934429 33.4470384)",all,1
4410,,4496,,5891,2056,1,72.40752709912972,2,59,,connector,20,"LINESTRING (-112.0934429 33.4470384, -112.0927600975594 33.44672305827285)",all,1
4417,,4503,,2060,686,1,63.52143632330244,2,59,,connector,20,"LINESTRING (-112.0987543953673 33.44666502225395, -112.0981999 33.4470001)",all,1
4418,,4504,,686,2060,1,63.52143632330244,2,59,,connector,20,"LINESTRING (-112.0981999 33.4470001, -112.0987543953673 33.44666502225395)",all,1
4431,,4517,,2067,494,1,90.83551335616562,2,59,,connector,20,"LINESTRING (-112.0768411975678 33.44752787199079, -112.0776931 33.4471253)",all,1
4432,,4518,,494,2067,1,90.83551335616562,2,59,,connector,20,"LINESTRING (-112.0776931 33.4471253, -112.0768411975678 33.44752787199079)",all,1
4433,,4519,,2068,1298,1,81.32552910280697,2,59,,connector,20,"LINESTRING (-112.0795992892394 33.44877706787362, -112.0802068 33.4493043)",all,1
4434,,4520,,1298,2068,1,81.32552910280697,2,59,,connector,20,"LINESTRING (-112.0802068 33.4493043, -112.0795992892394 33.44877706787362)",all,1
4513,,4599,,2108,1076,1,55.15757868038172,2,59,,connector,20,"LINESTRING (-112.0670665849871 33.4507372039493, -112.0674906 33.4503895)",all,1
4514,,4600,,1076,2108,1,55.15757868038172,2,59,,connector,20,"LINESTRING (-112.0674906 33.4503895, -112.0670665849871 33.4507372039493)",all,1
4541,,4627,,2122,5870,1,44.45004561760708,2,59,,connector,20,"LINESTRING (-112.0747244600271 33.45066208987628, -112.0750491 33.4503681)",all,1
4542,,4628,,5870,2122,1,44.45004561760708,2,59,,connector,20,"LINESTRING (-112.0750491 33.4503681, -112.0747244600271 33.45066208987628)",all,1
4543,,4629,,2123,954,1,101.89591424473942,2,59,,connector,20,"LINESTRING (-112.0686210093847 33.44730689552287, -112.0687152 33.4463939)",all,1
4544,,4630,,954,2123,1,101.89591424473942,2,59,,connector,20,"LINESTRING (-112.0687152 33.4463939, -112.0686210093847 33.44730689552287)",all,1
4579,,4665,,2141,962,1,45.9471942891713,2,59,,connector,20,"LINESTRING (-112.074735462719 33.45257511940294, -112.0751883 33.4524078)",all,1
4580,,4666,,962,2141,1,45.9471942891713,2,59,,connector,20,"LINESTRING (-112.0751883 33.4524078, -112.074735462719 33.45257511940294)",all,1
4595,,4681,,2149,955,1,42.33994162185376,2,59,,connector,20,"LINESTRING (-112.0736137 33.44683475, -112.0738379 33.4471664)",all,1
4596,,4682,,955,2149,1,42.33994162185376,2,59,,connector,20,"LINESTRING (-112.0738379 33.4471664, -112.0736137 33.44683475)",all,1
4601,,4687,,2152,153,1,36.827543644471,2,59,,connector,20,"LINESTRING (-112.0728635619865 33.44910304110475, -112.0725622 33.4493186)",all,1
4602,,4688,,153,2152,1,36.827543644471,2,59,,connector,20,"LINESTRING (-112.0725622 33.4493186, -112.0728635619865 33.44910304110475)",all,1
4611,,4697,,2157,1260,1,64.93811401062287,2,59,,connector,20,"LINESTRING (-112.0732122293551 33.4496100847097, -112.0738239 33.4493262)",all,1
4612,,4698,,1260,2157,1,64.93811401062287,2,59,,connector,20,"LINESTRING (-112.0738239 33.4493262, -112.0732122293551 33.4496100847097)",all,1
4617,,4703,,2160,1076,1,74.24070655797256,2,59,,connector,20,"LINESTRING (-112.0668755531723 33.44996238629581, -112.0674906 33.4503895)",all,1
4618,,4704,,1076,2160,1,74.24070655797256,2,59,,connector,20,"LINESTRING (-112.0674906 33.4503895, -112.0668755531723 33.44996238629581)",all,1
4627,,4713,,2165,154,1,49.03468665745638,2,59,,connector,20,"LINESTRING (-112.0728695496887 33.45004351519898, -112.0725534 33.4503969)",all,1
4628,,4714,,154,2165,1,49.03468665745638,2,59,,connector,20,"LINESTRING (-112.0725534 33.4503969, -112.0728695496887 33.45004351519898)",all,1
4641,,4727,,2172,237,1,82.43491717601354,2,59,,connector,20,"LINESTRING (-112.0718965001023 33.44984998073199, -112.0712794 33.4493166)",all,1
4642,,4728,,237,2172,1,82.43491717601354,2,59,,connector,20,"LINESTRING (-112.0712794 33.4493166, -112.0718965001023 33.44984998073199)",all,1
4645,,4731,,2174,5882,1,45.074876901033214,2,59,,connector,20,"LINESTRING (-112.0742835838802 33.45216962757442, -112.0738985 33.4524168)",all,1
4646,,4732,,5882,2174,1,45.074876901033214,2,59,,connector,20,"LINESTRING (-112.0738985 33.4524168, -112.0742835838802 33.45216962757442)",all,1
4647,,4733,,2175,237,1,66.13395111285513,2,59,,connector,20,"LINESTRING (-112.0718936178635 33.44901478600892, -112.0712794 33.4493166)",all,1
4648,,4734,,237,2175,1,66.13395111285513,2,59,,connector,20,"LINESTRING (-112.0712794 33.4493166, -112.0718936178635 33.44901478600892)",all,1
4655,,4741,,2179,1298,1,52.74091500909104,2,59,,connector,20,"LINESTRING (-112.0806493020805 33.44960204694227, -112.0802068 33.4493043)",all,1
4656,,4742,,1298,2179,1,52.74091500909104,2,59,,connector,20,"LINESTRING (-112.0802068 33.4493043, -112.0806493020805 33.44960204694227)",all,1
4673,,4759,,2188,5882,1,68.77972823417457,2,59,,connector,20,"LINESTRING (-112.0734528916901 33.45294859227911, -112.0738291 33.4524156)",all,1
4674,,4760,,5882,2188,1,68.77972823417457,2,59,,connector,20,"LINESTRING (-112.0738291 33.4524156, -112.0734528916901 33.45294859227911)",all,1
4699,,4785,,2201,1335,1,42.38154941137091,2,59,,connector,20,"LINESTRING (-112.0697255274071 33.45070581663625, -112.069946 33.450372)",all,1
4700,,4786,,1335,2201,1,42.38154941137091,2,59,,connector,20,"LINESTRING (-112.069946 33.450372, -112.0697255274071 33.45070581663625)",all,1
4701,,4787,,2202,1335,1,68.17198024779152,2,59,,connector,20,"LINESTRING (-112.0693862186021 33.45076915043315, -112.069946 33.450372)",all,1
4702,,4788,,1335,2202,1,68.17198024779152,2,59,,connector,20,"LINESTRING (-112.069946 33.450372, -112.0693862186021 33.45076915043315)",all,1
4735,,4821,,2219,1298,1,55.13939602757211,2,59,,connector,20,"LINESTRING (-112.0797415 33.4496128, -112.0802068 33.4493043)",all,1
4736,,4822,,1298,2219,1,55.13939602757211,2,59,,connector,20,"LINESTRING (-112.0802068 33.4493043, -112.0797415 33.4496128)",all,1
4753,,4839,,2228,237,1,75.55920916031147,2,59,,connector,20,"LINESTRING (-112.0705799675629 33.44896850311086, -112.0712794 33.4493166)",all,1
4754,,4840,,237,2228,1,75.55920916031147,2,59,,connector,20,"LINESTRING (-112.0712794 33.4493166, -112.0705799675629 33.44896850311086)",all,1
4773,,4859,,2238,969,1,49.01431064665284,2,59,,connector,20,"LINESTRING (-112.0733875165108 33.46537198236251, -112.0737057 33.4657239)",all,1
4774,,4860,,969,2238,1,49.01431064665284,2,59,,connector,20,"LINESTRING (-112.0737057 33.4657239, -112.0733875165108 33.46537198236251)",all,1
4795,,4881,,2249,5864,1,52.39661715527586,2,59,,connector,20,"LINESTRING (-112.0682860619994 33.45407796965967, -112.0678859 33.4544105)",all,1
4796,,4882,,5864,2249,1,52.39661715527586,2,59,,connector,20,"LINESTRING (-112.0678859 33.4544105, -112.0682860619994 33.45407796965967)",all,1
4799,,4885,,2251,5883,1,73.27450118582364,2,59,,connector,20,"LINESTRING (-112.0731706055631 33.45503802677442, -112.0737927 33.454632)",all,1
4800,,4886,,5883,2251,1,73.27450118582364,2,59,,connector,20,"LINESTRING (-112.0737927 33.454632, -112.0731706055631 33.45503802677442)",all,1
4821,,4907,,2262,154,1,35.2363562870904,2,59,,connector,20,"LINESTRING (-112.0729277404402 33.45045042036592, -112.0725534 33.4503969)",all,1
4822,,4908,,154,2262,1,35.2363562870904,2,59,,connector,20,"LINESTRING (-112.0725534 33.4503969, -112.0729277404402 33.45045042036592)",all,1
4837,,4923,,2270,5864,1,72.90952108534822,2,59,,connector,20,"LINESTRING (-112.0687257118782 33.45471142329735, -112.0679691 33.4545341)",all,1
4838,,4924,,5864,2270,1,72.90952108534822,2,59,,connector,20,"LINESTRING (-112.0679691 33.4545341, -112.0687257118782 33.45471142329735)",all,1
4845,,4931,,2274,1215,1,28.83974508451841,2,59,,connector,20,"LINESTRING (-112.0742431912984 33.45712432507027, -112.0739344 33.4571543)",all,1
4846,,4932,,1215,2274,1,28.83974508451841,2,59,,connector,20,"LINESTRING (-112.0739344 33.4571543, -112.0742431912984 33.45712432507027)",all,1
4871,,4957,,2287,5863,1,75.14754114375837,2,59,,connector,20,"LINESTRING (-112.0694461157613 33.45503554922783, -112.0699922 33.4545364)",all,1
4872,,4958,,5863,2287,1,75.14754114375837,2,59,,connector,20,"LINESTRING (-112.0699922 33.4545364, -112.0694461157613 33.45503554922783)",all,1
4893,,4979,,2298,149,1,39.712577852667394,2,59,,connector,20,"LINESTRING (-112.0775358058499 33.45895717158194, -112.0777574 33.4586516)",all,1
4894,,4980,,149,2298,1,39.712577852667394,2,59,,connector,20,"LINESTRING (-112.0777574 33.4586516, -112.0775358058499 33.45895717158194)",all,1
5077,,5163,,2390,1298,1,26.310299333320383,2,59,,connector,20,"LINESTRING (-112.0800059850052 33.44947136804652, -112.0802068 33.4493043)",all,1
5078,,5164,,1298,2390,1,26.310299333320383,2,59,,connector,20,"LINESTRING (-112.0802068 33.4493043, -112.0800059850052 33.44947136804652)",all,1
5127,,5213,,2415,630,1,41.761187018083184,2,59,,connector,20,"LINESTRING (-112.1074400071044 33.4489062380705, -112.1077726 33.4491593)",all,1
5128,,5214,,630,2415,1,41.761187018083184,2,59,,connector,20,"LINESTRING (-112.1077726 33.4491593, -112.1074400071044 33.4489062380705)",all,1
5253,,5339,,2478,143,1,29.285848566131545,2,59,,connector,20,"LINESTRING (-112.0784960099166 33.46559637624599, -112.0782659 33.4657767)",all,1
5254,,5340,,143,2478,1,29.285848566131545,2,59,,connector,20,"LINESTRING (-112.0782659 33.4657767, -112.0784960099166 33.46559637624599)",all,1
5303,,5389,,2503,1076,1,108.69763809172048,2,59,,connector,20,"LINESTRING (-112.0679526718866 33.44949119736246, -112.0674906 33.4503895)",all,1
5304,,5390,,1076,2503,1,108.69763809172048,2,59,,connector,20,"LINESTRING (-112.0674906 33.4503895, -112.0679526718866 33.44949119736246)",all,1
5311,,5397,,2507,5865,1,83.16042800674924,2,59,,connector,20,"LINESTRING (-112.0626341855625 33.44650133451888, -112.0620981 33.4471007)",all,1
5312,,5398,,5865,2507,1,83.16042800674924,2,59,,connector,20,"LINESTRING (-112.0620981 33.4471007, -112.0626341855625 33.44650133451888)",all,1
5319,,5405,,2511,5865,1,58.22333053848816,2,59,,connector,20,"LINESTRING (-112.0617445851899 33.44666807507082, -112.0620981 33.4471007)",all,1
5320,,5406,,5865,2511,1,58.22333053848816,2,59,,connector,20,"LINESTRING (-112.0620981 33.4471007, -112.0617445851899 33.44666807507082)",all,1
5359,,5445,,2531,953,1,63.10596729262699,2,59,,connector,20,"LINESTRING (-112.0693610752441 33.44613602536738, -112.0699552 33.4464123)",all,1
5360,,5446,,953,2531,1,63.10596729262699,2,59,,connector,20,"LINESTRING (-112.0699552 33.4464123, -112.0693610752441 33.44613602536738)",all,1
5363,,5449,,2533,953,1,48.22254655056222,2,59,,connector,20,"LINESTRING (-112.070270484353 33.4460675296603, -112.0699552 33.4464123)",all,1
5364,,5450,,953,2533,1,48.22254655056222,2,59,,connector,20,"LINESTRING (-112.0699552 33.4464123, -112.070270484353 33.4460675296603)",all,1
5367,,5453,,2535,953,1,66.9709198997317,2,59,,connector,20,"LINESTRING (-112.070121176985 33.44582615501687, -112.0699552 33.4464123)",all,1
5368,,5454,,953,2535,1,66.9709198997317,2,59,,connector,20,"LINESTRING (-112.0699552 33.4464123, -112.070121176985 33.44582615501687)",all,1
5427,,5513,,2565,5904,1,35.327739367253685,2,59,,connector,20,"LINESTRING (-112.064755967953 33.4486253278824, -112.0650131 33.448391)",all,1
5428,,5514,,5904,2565,1,35.327739367253685,2,59,,connector,20,"LINESTRING (-112.0650131 33.448391, -112.064755967953 33.4486253278824)",all,1
5457,,5543,,2580,1463,1,38.74874287113138,2,59,,connector,20,"LINESTRING (-112.0655510967938 33.45890138911328, -112.065251 33.458659)",all,1
5458,,5544,,1463,2580,1,38.74874287113138,2,59,,connector,20,"LINESTRING (-112.065251 33.458659, -112.0655510967938 33.45890138911328)",all,1
5537,,5623,,2620,917,1,46.46059568249659,2,59,,connector,20,"LINESTRING (-112.0714888419782 33.44861163069034, -112.0712581 33.4482408)",all,1
5538,,5624,,917,2620,1,46.46059568249659,2,59,,connector,20,"LINESTRING (-112.0712581 33.4482408, -112.0714888419782 33.44861163069034)",all,1
5583,,5669,,2643,211,1,132.45268890142864,2,59,,connector,20,"LINESTRING (-112.0638270034675 33.45433847410762, -112.065242 33.4544971)",all,1
5584,,5670,,211,2643,1,132.45268890142864,2,59,,connector,20,"LINESTRING (-112.065242 33.4544971, -112.0638270034675 33.45433847410762)",all,1
5995,,6081,,2849,284,1,53.100137315432846,2,59,,connector,20,"LINESTRING (-112.0473140833654 33.46542670945078, -112.0477025 33.4657775)",all,1
5996,,6082,,284,2849,1,53.100137315432846,2,59,,connector,20,"LINESTRING (-112.0477025 33.4657775, -112.0473140833654 33.46542670945078)",all,1
6113,,6199,,2908,284,1,37.74594249436329,2,59,,connector,20,"LINESTRING (-112.0474287019146 33.46602862134565, -112.0477025 33.4657775)",all,1
6114,,6200,,284,2908,1,37.74594249436329,2,59,,connector,20,"LINESTRING (-112.0477025 33.4657775, -112.0474287019146 33.46602862134565)",all,1
